id,weights,attention_to_politics,pres_vote,economy,immigration,crime,party_id,age,educ,race,gender,income
140056,0.387688477097122,Always,Kamala Harris,Approve not strongly,Disapprove not strongly,Approve not strongly,Independent-Democrat,50,Graduate degree,"White, non-Hispanic",Man,212500
140057,0.693220919577787,About half the time,Kamala Harris,Disapprove not strongly,Disapprove strongly,Approve not strongly,Independent-Republican,52,High school credential,"White, non-Hispanic",Man,2500
140058,0.7858238917438,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,59,High school credential,"White, non-Hispanic",Man,95000
140060,0.517914255209755,Some of the time,Other,Approve not strongly,Approve not strongly,Approve not strongly,Not very strong Democrat,42,Graduate degree,"White, non-Hispanic",Woman,162500
140061,0.656869483371959,Most of the time,Kamala Harris,Approve strongly,Approve not strongly,Approve not strongly,Strong Democrat,NA,Graduate degree,"White, non-Hispanic",Man,212500
140062,0.165444474017185,Most of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Strong Democrat,41,Graduate degree,"White, non-Hispanic",Woman,47500
140063,0.385032614840988,Most of the time,Donald Trump,Disapprove not strongly,Disapprove strongly,Disapprove not strongly,Independent-Democrat,42,Bachelor’s degree,"White, non-Hispanic",Man,250000
140065,1.21522802135557,About half the time,Kamala Harris,Approve strongly,Approve not strongly,Disapprove strongly,Not very strong Democrat,50,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,62500
140066,0.543118203984571,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,80,Graduate degree,"White, non-Hispanic",Woman,105000
140067,0.590944653291186,Most of the time,Kamala Harris,Approve not strongly,Disapprove not strongly,Disapprove not strongly,Strong Democrat,43,Graduate degree,"White, non-Hispanic",Woman,212500
140068,0.305554676926827,Most of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Not very strong Democrat,37,Graduate degree,"Black, non-Hispanic",Woman,72500
140070,0.408728533141252,About half the time,Kamala Harris,Disapprove not strongly,Disapprove strongly,Disapprove not strongly,Not very strong Democrat,65,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,77500
140072,1.5763422090512,Most of the time,Kamala Harris,Approve strongly,Disapprove strongly,Approve strongly,Strong Democrat,64,High school credential,"White, non-Hispanic",Woman,52500
140073,0.697291723237355,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,43,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,2500
140074,1.64761575711028,Some of the time,NA,Disapprove strongly,Disapprove not strongly,Disapprove not strongly,Independent,25,Bachelor’s degree,"Black, non-Hispanic",Man,117500
140076,0.372065541921453,Always,Kamala Harris,Approve not strongly,Approve not strongly,Approve strongly,Strong Democrat,80,Graduate degree,"White, non-Hispanic",Man,162500
140077,0.340940949554931,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,74,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,42500
140078,1.35782488092332,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,74,High school credential,Hispanic,Woman,250000
140079,0.417462074355152,Always,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Independent-Democrat,76,Bachelor’s degree,"White, non-Hispanic",Man,117500
140080,0.794896132753239,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,NA,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,67500
140081,0.268633588760345,Some of the time,Kamala Harris,Disapprove strongly,Disapprove strongly,Approve strongly,Not very strong Democrat,47,Bachelor’s degree,"White, non-Hispanic",Woman,62500
140082,0.347306959958605,Most of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Not very strong Democrat,49,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,21250
140083,0.334775176501753,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Independent-Democrat,48,Bachelor’s degree,"White, non-Hispanic",Woman,162500
140084,0.617678411551171,Some of the time,Kamala Harris,Approve strongly,Approve strongly,Approve not strongly,Strong Democrat,54,"Some post-high school, no bachelor’s degree",Hispanic,Woman,85000
140085,0.504605885190281,Some of the time,Kamala Harris,Disapprove not strongly,Disapprove not strongly,Disapprove strongly,Independent-Democrat,40,Graduate degree,"White, non-Hispanic",Woman,85000
140086,0.980394347521574,Most of the time,Kamala Harris,Disapprove not strongly,Approve not strongly,Approve not strongly,Independent-Democrat,37,Bachelor’s degree,"White, non-Hispanic",Woman,137500
140087,1.6756444576584,About half the time,Donald Trump,Disapprove not strongly,Disapprove strongly,Disapprove not strongly,Strong Republican,59,High school credential,"White, non-Hispanic",Woman,95000
140088,1.07864978960418,About half the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,32,Bachelor’s degree,"White, non-Hispanic",Woman,250000
140089,0.402091154093623,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,38,Graduate degree,"White, non-Hispanic",Woman,250000
140090,1.23238255897912,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,28,Graduate degree,"White, non-Hispanic",Woman,212500
140092,0.804226701011232,Most of the time,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Not very strong Democrat,79,High school credential,"White, non-Hispanic",Man,37500
140093,0.367123979819178,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,65,Bachelor’s degree,"White, non-Hispanic",Man,32500
140094,0.220098564269954,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,80,Graduate degree,"White, non-Hispanic",Woman,52500
140095,0.689973685914391,Most of the time,Kamala Harris,Approve strongly,Disapprove not strongly,Approve not strongly,Independent-Democrat,62,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,85000
140096,0.354301525970106,Most of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Not very strong Democrat,54,"Some post-high school, no bachelor’s degree",Hispanic,Woman,117500
140097,0.183841079378515,Always,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Strong Democrat,80,Bachelor’s degree,"White, non-Hispanic",Woman,37500
140098,0.45383150711326,About half the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve strongly,Independent-Democrat,80,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,47500
140101,0.438153767424402,About half the time,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Strong Democrat,49,Graduate degree,"White, non-Hispanic",Woman,137500
140102,0.563249727091016,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,41,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,105000
140103,0.782403242366558,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,40,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,162500
140105,0.78620288203449,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,NA,High school credential,"White, non-Hispanic",Woman,NA
140107,0.208718385851521,Most of the time,Other,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,70,"Some post-high school, no bachelor’s degree",NA,NA,137500
140108,2.09036314728359,Some of the time,Kamala Harris,Approve strongly,Approve not strongly,Approve not strongly,Not very strong Democrat,64,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,67500
140110,0.786162547394057,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,80,Graduate degree,"Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",Man,212500
140112,0.404199520230229,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,76,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,37500
140113,0.308375746830806,About half the time,Donald Trump,Approve not strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,61,Graduate degree,"White, non-Hispanic",Man,62500
140114,0.740369231464261,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,40,Graduate degree,Hispanic,Woman,212500
140115,0.672570045041458,Always,Kamala Harris,Approve strongly,NA,Approve strongly,Strong Democrat,65,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,77500
140116,1.41854503179344,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,62,Graduate degree,"White, non-Hispanic",Man,212500
140117,2.61101745103907,Most of the time,Kamala Harris,Approve not strongly,Approve not strongly,Disapprove not strongly,Independent-Democrat,34,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Nonbinary,21250
140119,1.01887010852957,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,NA,Graduate degree,"White, non-Hispanic",Man,NA
140120,0.559976196257322,About half the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,76,"Some post-high school, no bachelor’s degree",Hispanic,Man,32500
140122,2.37165245479468,Some of the time,Donald Trump,Disapprove not strongly,Disapprove strongly,Disapprove strongly,Independent,56,High school credential,"Black, non-Hispanic",Woman,2500
140123,1.27925163263241,Some of the time,Kamala Harris,Disapprove strongly,Disapprove not strongly,Disapprove not strongly,Independent-Democrat,44,High school credential,"White, non-Hispanic",Woman,47500
140124,0.818826098945428,About half the time,Kamala Harris,Approve not strongly,Approve not strongly,Disapprove not strongly,Strong Democrat,27,Bachelor’s degree,"White, non-Hispanic",Woman,42500
140125,2.32924494584669,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,58,High school credential,"White, non-Hispanic",Man,162500
140126,0.656062626570118,Most of the time,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Strong Democrat,74,Graduate degree,"White, non-Hispanic",Woman,85000
140127,4.8774978929978,About half the time,Kamala Harris,Approve strongly,Disapprove strongly,Disapprove strongly,Strong Democrat,27,"Some post-high school, no bachelor’s degree",Hispanic,Woman,42500
140128,0.856729948732286,Most of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Independent-Democrat,70,Graduate degree,"Black, non-Hispanic",Man,212500
140129,1.32055909355343,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,31,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,47500
140131,0.440282111568596,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,66,Bachelor’s degree,"White, non-Hispanic",Man,105000
140132,0.401912443321471,Always,Kamala Harris,Disapprove strongly,Disapprove strongly,Approve not strongly,Independent-Democrat,41,Graduate degree,"White, non-Hispanic",Man,250000
140133,0.942097428019297,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,56,High school credential,"White, non-Hispanic",Woman,NA
140134,0.737152983091711,Most of the time,Kamala Harris,Approve not strongly,Disapprove strongly,Approve not strongly,Not very strong Republican,56,Bachelor’s degree,"White, non-Hispanic",Man,212500
140135,0.466689179010632,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,80,Graduate degree,"White, non-Hispanic",Woman,117500
140136,0.441120849713635,Most of the time,Kamala Harris,Approve not strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,77,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,16250
140139,0.121446520832603,Most of the time,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Strong Democrat,68,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,72500
140140,0.759031312654616,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,59,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,67500
140141,0.80756892086055,Some of the time,Kamala Harris,Disapprove strongly,Approve not strongly,Approve not strongly,Independent-Democrat,33,Graduate degree,"Black, non-Hispanic",Woman,85000
140142,0.600668584466588,Most of the time,Kamala Harris,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Democrat,38,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,11250
140143,0.30212749361052,Some of the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,NA,49,Graduate degree,"White, non-Hispanic",Woman,212500
140144,0.195261306564041,Most of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Strong Democrat,44,Graduate degree,"White, non-Hispanic",Man,250000
140145,4.99999998289759,Most of the time,Kamala Harris,Approve not strongly,Disapprove not strongly,Approve not strongly,Not very strong Democrat,53,"Some post-high school, no bachelor’s degree",Hispanic,Man,212500
140146,0.543386344094553,About half the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,44,Graduate degree,"White, non-Hispanic",Man,137500
140147,2.73544945646793,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,80,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,137500
140149,0.258069127113438,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,71,Bachelor’s degree,"White, non-Hispanic",Man,42500
140150,0.330999360422765,About half the time,Kamala Harris,Disapprove not strongly,Disapprove not strongly,Approve not strongly,Independent-Republican,59,Bachelor’s degree,"White, non-Hispanic",Man,52500
140151,1.73414438880152,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,69,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,162500
140152,0.213290989129657,About half the time,Kamala Harris,Approve strongly,Approve not strongly,Approve not strongly,Strong Democrat,73,Graduate degree,"White, non-Hispanic",Woman,52500
140155,1.51480900019199,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Approve not strongly,Strong Republican,66,High school credential,"White, non-Hispanic",Man,105000
140156,0.715508785237306,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,54,Graduate degree,"White, non-Hispanic",Man,NA
140157,0.954414951327408,Never,Kamala Harris,Disapprove strongly,Approve not strongly,Approve strongly,Independent,50,High school credential,"Black, non-Hispanic",Woman,2500
140158,0.976923175846361,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,71,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,162500
140159,0.356125851845053,Always,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Not very strong Democrat,34,Bachelor’s degree,"White, non-Hispanic",Man,32500
140160,1.55577555023782,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,80,High school credential,"White, non-Hispanic",Man,105000
140161,1.04914412781717,Most of the time,Kamala Harris,Approve strongly,Disapprove not strongly,Approve not strongly,Strong Democrat,62,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,2500
140162,1.46254859944382,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,33,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,162500
140163,0.362378057371496,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Not very strong Democrat,75,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,37500
140166,0.218942592885824,Always,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Not very strong Democrat,32,Graduate degree,"White, non-Hispanic",Man,212500
140167,0.651326424157463,About half the time,NA,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,26,Bachelor’s degree,Hispanic,Woman,42500
140168,0.345308976380599,Always,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Strong Democrat,76,Graduate degree,"White, non-Hispanic",Woman,117500
140169,0.6379908365635,Always,Kamala Harris,Approve not strongly,Disapprove not strongly,Disapprove not strongly,Independent-Republican,67,Bachelor’s degree,"White, non-Hispanic",Man,212500
140171,0.80569007818756,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,64,High school credential,"White, non-Hispanic",Man,11250
140172,2.04074160895047,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,52,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,85000
140173,0.16665313906662,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,73,Graduate degree,"White, non-Hispanic",Woman,85000
140175,0.977503395272334,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,80,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,42500
140176,0.647105998408028,Some of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,52,Bachelor’s degree,"Black, non-Hispanic",Woman,72500
140177,0.37477559261454,Most of the time,Kamala Harris,Approve strongly,Approve not strongly,Approve not strongly,Strong Democrat,51,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,21250
140178,2.26247583101814,About half the time,Kamala Harris,Disapprove not strongly,Approve not strongly,Approve not strongly,Strong Democrat,75,High school credential,Hispanic,Woman,95000
140180,0.647349867058206,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,80,Graduate degree,"White, non-Hispanic",Woman,85000
140181,1.50293635436276,Always,Kamala Harris,Approve not strongly,Approve not strongly,Approve strongly,Strong Democrat,80,Graduate degree,"Black, non-Hispanic",Woman,162500
140183,4.32526101076371,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Independent-Republican,35,High school credential,"White, non-Hispanic",Woman,62500
140185,0.142521798918679,Some of the time,Kamala Harris,Approve not strongly,Disapprove strongly,Disapprove strongly,Strong Democrat,73,Graduate degree,Hispanic,Woman,26250
140187,0.696615963705052,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,27,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,32500
140188,0.422150925282538,Always,Kamala Harris,Approve not strongly,Disapprove not strongly,Approve strongly,Strong Democrat,65,Graduate degree,"White, non-Hispanic",Man,77500
140189,0.636199962263812,Always,Kamala Harris,Approve not strongly,Disapprove strongly,Approve not strongly,Strong Democrat,61,Graduate degree,"White, non-Hispanic",Nonbinary,250000
140190,0.389606375989303,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,37,Graduate degree,"White, non-Hispanic",Woman,162500
140191,0.294436647673145,Most of the time,Kamala Harris,Disapprove strongly,Approve strongly,Approve strongly,Independent,79,Bachelor’s degree,"White, non-Hispanic",Woman,2500
140192,0.323421061039172,Most of the time,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Strong Democrat,75,Graduate degree,"White, non-Hispanic",Man,57500
140193,0.918293518336054,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,54,Bachelor’s degree,"White, non-Hispanic",Man,105000
140194,2.49243291478066,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,75,High school credential,"White, non-Hispanic",Woman,117500
140196,1.89568764783526,Some of the time,NA,Disapprove strongly,Disapprove not strongly,Disapprove not strongly,Not very strong Republican,26,High school credential,Hispanic,Man,72500
140197,0.314279468520921,Some of the time,NA,Disapprove not strongly,Approve strongly,Disapprove not strongly,Not very strong Republican,28,"Some post-high school, no bachelor’s degree",Hispanic,Man,105000
140199,0.200337726935419,Most of the time,Kamala Harris,Disapprove not strongly,Disapprove strongly,Disapprove not strongly,Independent-Democrat,53,Bachelor’s degree,"White, non-Hispanic",Man,2500
140202,0.373132786295382,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,67,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,162500
140203,0.148560949612264,Always,Kamala Harris,Approve not strongly,Disapprove not strongly,Approve strongly,Strong Democrat,77,Graduate degree,"White, non-Hispanic",Man,62500
140204,0.891239564806394,Some of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Strong Democrat,60,Bachelor’s degree,"White, non-Hispanic",Woman,162500
