question_id,pollster,numeric_grade,methodology,state,month,year,sample_size,Biden,Trump
136655,SurveyMonkey,2,Online Panel,IOWA,11,2020,1489,50,49
136707,SurveyMonkey,2,Online Panel,IOWA,11,2020,1489,48,51
136656,SurveyMonkey,2,Online Panel,HAWAII,11,2020,688,65,31
136708,SurveyMonkey,2,Online Panel,HAWAII,11,2020,688,67,31
136657,SurveyMonkey,2,Online Panel,GEORGIA,11,2020,3962,53,45
136709,SurveyMonkey,2,Online Panel,GEORGIA,11,2020,3962,50,48
136658,SurveyMonkey,2,Online Panel,FLORIDA,11,2020,8792,50,48
136710,SurveyMonkey,2,Online Panel,FLORIDA,11,2020,8792,49,49
136659,SurveyMonkey,2,Online Panel,DELAWARE,11,2020,656,61,37
136711,SurveyMonkey,2,Online Panel,DELAWARE,11,2020,656,60,38
136660,SurveyMonkey,2,Online Panel,DISTRICT OF COLUMBIA,11,2020,495,92,6
136712,SurveyMonkey,2,Online Panel,DISTRICT OF COLUMBIA,11,2020,495,94,5
136661,SurveyMonkey,2,Online Panel,CONNECTICUT,11,2020,2031,61,38
136713,SurveyMonkey,2,Online Panel,CONNECTICUT,11,2020,2031,60,38
136662,SurveyMonkey,2,Online Panel,COLORADO,11,2020,2991,57,41
136714,SurveyMonkey,2,Online Panel,COLORADO,11,2020,2991,55,44
136663,SurveyMonkey,2,Online Panel,CALIFORNIA,11,2020,12370,62,35
136715,SurveyMonkey,2,Online Panel,CALIFORNIA,11,2020,12370,62,36
136664,SurveyMonkey,2,Online Panel,ARIZONA,11,2020,4278,53,45
136716,SurveyMonkey,2,Online Panel,ARIZONA,11,2020,4278,52,46
136665,SurveyMonkey,2,Online Panel,ARKANSAS,11,2020,1309,40,58
136717,SurveyMonkey,2,Online Panel,ARKANSAS,11,2020,1309,38,61
136666,SurveyMonkey,2,Online Panel,ALABAMA,11,2020,1808,39,58
136718,SurveyMonkey,2,Online Panel,ALABAMA,11,2020,1808,36,62
136667,SurveyMonkey,2,Online Panel,ALASKA,11,2020,634,45,54
136719,SurveyMonkey,2,Online Panel,ALASKA,11,2020,634,45,54
136208,InsiderAdvantage,2,IVR/Live Phone,GEORGIA,11,2020,500,46.1,48.1
136323,John Zogby Strategies/EMI Research Solutions,1.8,Online Panel,NA,11,2020,1008,47.8,42.4
136357,John Zogby Strategies/EMI Research Solutions,1.8,Online Panel,NA,11,2020,1008,51.5,45.1
136358,Landmark Communications,2.1,IVR/Live Phone,GEORGIA,11,2020,500,46,50.1
136572,Swayable,NA,Online Ad,NA,11,2020,5174,51.8,46.1
136287,Research Co.,2.4,Online Panel,ILLINOIS,11,2020,450,55,38
136288,Research Co.,2.4,Online Panel,MICHIGAN,11,2020,450,50,43
136289,Research Co.,2.4,Online Panel,MINNESOTA,11,2020,450,52,43
136290,Research Co.,2.4,Online Panel,NEW JERSEY,11,2020,450,56,38
136291,Research Co.,2.4,Online Panel,NEW YORK,11,2020,450,61,33
136292,Research Co.,2.4,Online Panel,OHIO,11,2020,450,47,47
136293,Research Co.,2.4,Online Panel,PENNSYLVANIA,11,2020,450,50,44
136294,Research Co.,2.4,Online Panel,WISCONSIN,11,2020,450,50,42
136312,Rasmussen,2.1,IVR/Online Panel,PENNSYLVANIA,11,2020,800,50,47
136318,Rasmussen,2.1,IVR/Online Panel,OHIO,11,2020,800,45,49
136279,YouGov,3,Online Panel,NA,11,2020,1360,53,43
136317,YouGov,3,Online Panel,NA,11,2020,1501,49,41
136308,aytm.com,NA,Online Panel,FLORIDA,11,2020,517,45,43
136309,aytm.com,NA,Online Panel,PENNSYLVANIA,11,2020,340,51,49
136310,aytm.com,NA,Online Panel,GEORGIA,11,2020,380,52,48
136319,Redfield & Wilton Strategies,1.8,Online Panel,NA,11,2020,8765,53,41
136363,SurveyMonkey,2,Online Panel,NA,11,2020,24930,52,45
136415,SurveyMonkey,2,Online Panel,NA,11,2020,24930,52,47
136044,Susquehanna,2.3,Live Phone,FLORIDA,11,2020,400,46,47
136205,Civiqs,2.4,Online Panel,WISCONSIN,11,2020,789,51,47
136206,Civiqs,2.4,Online Panel/Online Ad,IOWA,11,2020,853,49,48
136207,Civiqs,2.4,Online Panel/Online Ad,OHIO,11,2020,1136,48,49
136210,Keating Research/OnSight Public Affairs/Melanson,NA,Online Panel,COLORADO,11,2020,502,53,41
136215,Leger,2,Online Panel,NA,11,2020,827,50,42
136320,Qriously,NA,Online Ad,NA,11,2020,3505,52,41
136324,Marist,2.9,Live Phone,ARIZONA,11,2020,717,48,48
136325,Marist,2.9,Live Phone,ARIZONA,11,2020,988,48,47
136326,Marist,2.9,Live Phone,PENNSYLVANIA,11,2020,772,51,46
136329,Marist,2.9,Live Phone,PENNSYLVANIA,11,2020,1020,50,46
136496,Change Research,1.4,Text-to-Web/Online Ad,NA,11,2020,1880,52,42
136497,Change Research,1.4,Text-to-Web/Online Ad,ARIZONA,11,2020,409,50,47
136498,Change Research,1.4,Text-to-Web/Online Ad,FLORIDA,11,2020,806,51,48
136499,Change Research,1.4,Text-to-Web/Online Ad,MICHIGAN,11,2020,383,51,44
136500,Change Research,1.4,Online Panel,NORTH CAROLINA,11,2020,473,49,47
136501,Change Research,1.4,Text-to-Web/Online Ad,PENNSYLVANIA,11,2020,699,50,46
136502,Change Research,1.4,Text-to-Web/Online Ad,WISCONSIN,11,2020,553,53,45
136536,Change Research,1.4,Text-to-Web/Online Ad,IOWA,11,2020,1084,47,47
136264,Monmouth,2.9,Live Phone,PENNSYLVANIA,11,2020,502,50,45
136265,Monmouth,2.9,Live Phone,PENNSYLVANIA,11,2020,502,51,44
136266,Monmouth,2.9,Live Phone,PENNSYLVANIA,11,2020,502,50,45
136285,TIPP,1.8,Live Phone/Online Panel,NA,11,2020,1080,48.8,45.6
136286,TIPP,1.8,Live Phone/Online Panel,NA,11,2020,1080,49.5,45.4
136311,Rasmussen,2.1,IVR/Online Panel,NA,11,2020,1500,48,47
136336,David Binder Research,1.7,Live Phone/Text-to-Web,CALIFORNIA,11,2020,800,62,31
136344,Quinnipiac,2.8,Live Phone,NA,11,2020,1516,50,39
136345,Quinnipiac,2.8,Live Phone,OHIO,11,2020,1440,47,43
136346,Quinnipiac,2.8,Live Phone,FLORIDA,11,2020,1657,47,42
136066,Ipsos,2.8,Probability Panel,WISCONSIN,11,2020,696,53,45
136067,Ipsos,2.8,Probability Panel,WISCONSIN,11,2020,696,53,43
136069,Ipsos,2.8,Probability Panel,PENNSYLVANIA,11,2020,673,52,46
136070,Ipsos,2.8,Probability Panel,PENNSYLVANIA,11,2020,673,51,45
136071,Ipsos,2.8,Probability Panel,MICHIGAN,11,2020,654,53,45
136073,Ipsos,2.8,Probability Panel,MICHIGAN,11,2020,654,53,43
136212,Data for Progress,2.6,Online Panel/Text-to-Web,NORTH CAROLINA,11,2020,908,50,48
136216,Data for Progress,2.6,Online Panel/Text-to-Web,TEXAS,11,2020,926,49,48
136218,Data for Progress,2.6,Online Panel/Text-to-Web,COLORADO,11,2020,709,54,42
136220,Data for Progress,2.6,Online Panel/Text-to-Web,ARIZONA,11,2020,1195,50,47
136228,Data for Progress,2.6,Online Panel/Text-to-Web,VIRGINIA,11,2020,690,54,43
136229,Data for Progress,2.6,Online Panel/Text-to-Web,ALABAMA,11,2020,1045,38,58
136351,Ipsos,2.8,Probability Panel,FLORIDA,11,2020,670,51,47
136361,Ipsos,2.8,Probability Panel,FLORIDA,11,2020,670,50,46
136352,Ipsos,2.8,Probability Panel,NORTH CAROLINA,11,2020,707,50,48
136362,Ipsos,2.8,Probability Panel,NORTH CAROLINA,11,2020,707,49,48
136488,Data for Progress,2.6,Online Panel/Text-to-Web,PENNSYLVANIA,11,2020,1417,52,45
136489,Data for Progress,2.6,Online Panel/Text-to-Web,NEVADA,11,2020,1442,51,44
136490,Data for Progress,2.6,Online Panel/Text-to-Web,FLORIDA,11,2020,1202,51,48
136492,Data for Progress,2.6,Online Panel/Text-to-Web,KANSAS,11,2020,1121,41,55
136494,Data for Progress,2.6,Online Panel/Text-to-Web,SOUTH CAROLINA,11,2020,880,44,53
136512,Data for Progress,2.6,Online Panel/Text-to-Web,GEORGIA,11,2020,1036,50,48
136515,Data for Progress,2.6,Online Panel/Text-to-Web,MISSISSIPPI,11,2020,562,41,55
136517,Data for Progress,2.6,Online Panel/Text-to-Web,MINNESOTA,11,2020,1259,51,43
136519,Data for Progress,2.6,Online Panel/Text-to-Web,IOWA,11,2020,951,47,49
136545,Swayable,NA,Online Ad,ALABAMA,11,2020,330,37.8,55
136546,Swayable,NA,Online Ad,ARIZONA,11,2020,360,50.6,45.7
136548,Swayable,NA,Online Ad,GEORGIA,11,2020,438,53.6,44.3
136549,Swayable,NA,Online Ad,ILLINOIS,11,2020,485,55.1,43.6
136550,Swayable,NA,Online Ad,INDIANA,11,2020,264,43,55.2
136551,Swayable,NA,Online Ad,MICHIGAN,11,2020,413,53.6,44.9
136553,Swayable,NA,Online Ad,NEW JERSEY,11,2020,324,58.9,40
136554,Swayable,NA,Online Ad,OHIO,11,2020,516,47.1,52.3
136557,Swayable,NA,Online Ad,VIRGINIA,11,2020,467,56.3,41.3
136558,Swayable,NA,Online Ad,WISCONSIN,11,2020,253,54.6,44.9
136354,Victory Research,1.8,Live Phone,ILLINOIS,11,2020,1208,54.1,38.2
136559,Swayable,NA,Online Ad,COLORADO,11,2020,455,55.4,40.7
136560,Swayable,NA,Online Ad,CONNECTICUT,11,2020,367,64.1,33.7
136561,Swayable,NA,Online Ad,KENTUCKY,11,2020,383,41.5,55
136562,Swayable,NA,Online Ad,LOUISIANA,11,2020,378,39.1,56.6
136563,Swayable,NA,Online Ad,MARYLAND,11,2020,503,67,31.1
136564,Swayable,NA,Online Ad,MINNESOTA,11,2020,466,52.7,43.4
136565,Swayable,NA,Online Ad,MISSOURI,11,2020,487,43.4,54.6
136566,Swayable,NA,Online Ad,OREGON,11,2020,324,60.4,37.2
136567,Swayable,NA,Online Ad,SOUTH CAROLINA,11,2020,426,48.9,49.8
136568,Swayable,NA,Online Ad,TENNESSEE,11,2020,485,40.9,57.6
136569,Swayable,NA,Online Ad,WASHINGTON,11,2020,489,58.9,38.6
136364,SurveyMonkey,2,Online Panel,WYOMING,11,2020,330,33,66
136416,SurveyMonkey,2,Online Panel,WYOMING,11,2020,330,33,66
136365,SurveyMonkey,2,Online Panel,WEST VIRGINIA,11,2020,738,31,67
136417,SurveyMonkey,2,Online Panel,WEST VIRGINIA,11,2020,738,32,67
136366,SurveyMonkey,2,Online Panel,WISCONSIN,11,2020,2475,55,43
136418,SurveyMonkey,2,Online Panel,WISCONSIN,11,2020,2475,54,44
136367,SurveyMonkey,2,Online Panel,WASHINGTON,11,2020,3666,62,35
136419,SurveyMonkey,2,Online Panel,WASHINGTON,11,2020,3666,62,36
136368,SurveyMonkey,2,Online Panel,VERMONT,11,2020,719,70,28
136420,SurveyMonkey,2,Online Panel,VERMONT,11,2020,719,71,26
136369,SurveyMonkey,2,Online Panel,VIRGINIA,11,2020,4145,57,40
136421,SurveyMonkey,2,Online Panel,VIRGINIA,11,2020,4145,57,41
136370,SurveyMonkey,2,Online Panel,UTAH,11,2020,1435,43,54
136422,SurveyMonkey,2,Online Panel,UTAH,11,2020,1435,44,54
136371,SurveyMonkey,2,Online Panel,TEXAS,11,2020,8250,50,48
136423,SurveyMonkey,2,Online Panel,TEXAS,11,2020,8250,47,51
136372,SurveyMonkey,2,Online Panel,TENNESSEE,11,2020,2943,47,51
136424,SurveyMonkey,2,Online Panel,TENNESSEE,11,2020,2943,45,54
136373,SurveyMonkey,2,Online Panel,SOUTH DAKOTA,11,2020,556,37,61
136425,SurveyMonkey,2,Online Panel,SOUTH DAKOTA,11,2020,556,36,62
136374,SurveyMonkey,2,Online Panel,SOUTH CAROLINA,11,2020,2266,44,53
136426,SurveyMonkey,2,Online Panel,SOUTH CAROLINA,11,2020,2266,43,55
136375,SurveyMonkey,2,Online Panel,RHODE ISLAND,11,2020,517,62,36
136427,SurveyMonkey,2,Online Panel,RHODE ISLAND,11,2020,517,62,36
136376,SurveyMonkey,2,Online Panel,PENNSYLVANIA,11,2020,5358,52,45
136428,SurveyMonkey,2,Online Panel,PENNSYLVANIA,11,2020,5358,51,47
136377,SurveyMonkey,2,Online Panel,OREGON,11,2020,3252,59,39
136429,SurveyMonkey,2,Online Panel,OREGON,11,2020,3252,59,39
136378,SurveyMonkey,2,Online Panel,OKLAHOMA,11,2020,1745,36,62
136430,SurveyMonkey,2,Online Panel,OKLAHOMA,11,2020,1745,35,64
136379,SurveyMonkey,2,Online Panel,OHIO,11,2020,5305,48,50
136431,SurveyMonkey,2,Online Panel,OHIO,11,2020,5305,47,50
136380,SurveyMonkey,2,Online Panel,NEW YORK,11,2020,5830,63,34
136432,SurveyMonkey,2,Online Panel,NEW YORK,11,2020,5830,63,35
136381,SurveyMonkey,2,Online Panel,NEVADA,11,2020,2211,50,48
136433,SurveyMonkey,2,Online Panel,NEVADA,11,2020,2211,49,49
136382,SurveyMonkey,2,Online Panel,NEW MEXICO,11,2020,1375,56,42
136434,SurveyMonkey,2,Online Panel,NEW MEXICO,11,2020,1375,56,42
136383,SurveyMonkey,2,Online Panel,NEW JERSEY,11,2020,3480,59,38
136435,SurveyMonkey,2,Online Panel,NEW JERSEY,11,2020,3480,59,39
136384,SurveyMonkey,2,Online Panel,NEW HAMPSHIRE,11,2020,910,54,45
136436,SurveyMonkey,2,Online Panel,NEW HAMPSHIRE,11,2020,910,53,46
136385,SurveyMonkey,2,Online Panel,NEBRASKA,11,2020,1666,44,54
136437,SurveyMonkey,2,Online Panel,NEBRASKA,11,2020,1666,43,55
136386,SurveyMonkey,2,Online Panel,NORTH DAKOTA,11,2020,370,40,58
136438,SurveyMonkey,2,Online Panel,NORTH DAKOTA,11,2020,370,39,59
136387,SurveyMonkey,2,Online Panel,NORTH CAROLINA,11,2020,4867,53,45
136439,SurveyMonkey,2,Online Panel,NORTH CAROLINA,11,2020,4867,51,47
136388,SurveyMonkey,2,Online Panel,MONTANA,11,2020,957,46,52
136440,SurveyMonkey,2,Online Panel,MONTANA,11,2020,957,46,52
136389,SurveyMonkey,2,Online Panel,MISSISSIPPI,11,2020,1336,42,55
136441,SurveyMonkey,2,Online Panel,MISSISSIPPI,11,2020,1336,37,61
136390,SurveyMonkey,2,Online Panel,MISSOURI,11,2020,2644,43,54
136442,SurveyMonkey,2,Online Panel,MISSOURI,11,2020,2644,44,54
136391,SurveyMonkey,2,Online Panel,MINNESOTA,11,2020,2727,55,42
136443,SurveyMonkey,2,Online Panel,MINNESOTA,11,2020,2727,56,42
136392,SurveyMonkey,2,Online Panel,MICHIGAN,11,2020,3976,53,44
136444,SurveyMonkey,2,Online Panel,MICHIGAN,11,2020,3976,52,46
136393,SurveyMonkey,2,Online Panel,MAINE,11,2020,1183,56,41
136445,SurveyMonkey,2,Online Panel,MAINE,11,2020,1183,56,42
136394,SurveyMonkey,2,Online Panel,MARYLAND,11,2020,2918,66,30
136446,SurveyMonkey,2,Online Panel,MARYLAND,11,2020,2918,65,32
136395,SurveyMonkey,2,Online Panel,MASSACHUSETTS,11,2020,3293,68,29
136447,SurveyMonkey,2,Online Panel,MASSACHUSETTS,11,2020,3293,69,29
136396,SurveyMonkey,2,Online Panel,LOUISIANA,11,2020,1388,39,58
136448,SurveyMonkey,2,Online Panel,LOUISIANA,11,2020,1388,35,62
136397,SurveyMonkey,2,Online Panel,KENTUCKY,11,2020,1759,40,58
136449,SurveyMonkey,2,Online Panel,KENTUCKY,11,2020,1759,40,59
136398,SurveyMonkey,2,Online Panel,KANSAS,11,2020,2159,45,53
136450,SurveyMonkey,2,Online Panel,KANSAS,11,2020,2159,44,54
136399,SurveyMonkey,2,Online Panel,INDIANA,11,2020,2392,44,54
136451,SurveyMonkey,2,Online Panel,INDIANA,11,2020,2392,44,54
136400,SurveyMonkey,2,Online Panel,ILLINOIS,11,2020,4848,58,39
136452,SurveyMonkey,2,Online Panel,ILLINOIS,11,2020,4848,58,40
136401,SurveyMonkey,2,Online Panel,IDAHO,11,2020,824,40,57
136453,SurveyMonkey,2,Online Panel,IDAHO,11,2020,824,40,58
136402,SurveyMonkey,2,Online Panel,IOWA,11,2020,1330,50,49
136454,SurveyMonkey,2,Online Panel,IOWA,11,2020,1330,49,50
136403,SurveyMonkey,2,Online Panel,HAWAII,11,2020,619,65,31
136455,SurveyMonkey,2,Online Panel,HAWAII,11,2020,619,66,31
136405,SurveyMonkey,2,Online Panel,FLORIDA,11,2020,7796,50,48
136457,SurveyMonkey,2,Online Panel,FLORIDA,11,2020,7796,48,50
136406,SurveyMonkey,2,Online Panel,DELAWARE,11,2020,588,62,37
136458,SurveyMonkey,2,Online Panel,DELAWARE,11,2020,588,61,38
136407,SurveyMonkey,2,Online Panel,DISTRICT OF COLUMBIA,11,2020,457,92,6
136459,SurveyMonkey,2,Online Panel,DISTRICT OF COLUMBIA,11,2020,457,94,5
136408,SurveyMonkey,2,Online Panel,CONNECTICUT,11,2020,1867,61,37
136460,SurveyMonkey,2,Online Panel,CONNECTICUT,11,2020,1867,60,38
136409,SurveyMonkey,2,Online Panel,COLORADO,11,2020,2677,57,41
136461,SurveyMonkey,2,Online Panel,COLORADO,11,2020,2677,55,43
136410,SurveyMonkey,2,Online Panel,CALIFORNIA,11,2020,10925,62,36
136462,SurveyMonkey,2,Online Panel,CALIFORNIA,11,2020,10925,62,36
136411,SurveyMonkey,2,Online Panel,ARIZONA,11,2020,3807,53,45
136463,SurveyMonkey,2,Online Panel,ARIZONA,11,2020,3807,52,47
136412,SurveyMonkey,2,Online Panel,ARKANSAS,11,2020,1161,41,58
136464,SurveyMonkey,2,Online Panel,ARKANSAS,11,2020,1161,38,61
136413,SurveyMonkey,2,Online Panel,ALABAMA,11,2020,1608,39,58
136465,SurveyMonkey,2,Online Panel,ALABAMA,11,2020,1608,36,62
136414,SurveyMonkey,2,Online Panel,ALASKA,11,2020,537,45,53
136466,SurveyMonkey,2,Online Panel,ALASKA,11,2020,537,46,53
136244,USC Dornsife,2.4,Probability Panel,NA,11,2020,5292,52.28,42.5
136245,USC Dornsife,2.4,Probability Panel,NA,11,2020,5382,54.03,42.24
136246,USC Dornsife,2.4,Probability Panel,NA,11,2020,5382,53.29,42.8
136404,SurveyMonkey,2,Online Panel,GEORGIA,11,2020,3535,52,45
136456,SurveyMonkey,2,Online Panel,GEORGIA,11,2020,3535,50,49
136053,InsiderAdvantage,2,IVR/Live Phone,NORTH CAROLINA,10,2020,450,43.6,48
